gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	celltype_NK_CD16_bright	celltype_Monocytes_non-classical	celltype_Monocytes_intermediate	celltype_iNKT_cells	celltype_T4_naive	celltype_TEM_CD8+	celltype_B_cells_memory_activated	celltype_T4_activated	celltype_T8_activated	celltype_MAIT_cells	celltype_T_gd	celltype_cDC2	celltype_T_regs	celltype_T4_memory	celltype_Monocytes_classical	celltype_B_cells_naive	celltype_Macrophages	celltype_TCM_CD8+	celltype_cDC1	celltype_TMRA_CD8+	celltype_NK_CD56_bright	celltype_T8_naive	celltype_Precursor_cells	celltype_NK_CD16_bright_activated	celltype_B_cells_naive_activated	celltype_NK_CD56_bright_activated	celltype_pDC	celltype_B_cells_memory	celltype_Plasma_cells
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1B2B receptor	CPI-CS0C159B54D	0.013	0.006	0.01	0.011	0.024	0.009	0.001	0.009	0.012	0.002	0.008	0.002	0.01	0.018	0.011	0.005	0.011	0.01	0.005	0.012	0.04	0.007	0.016	0.002	0.0	0.008	0.0	0.004	0.004
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1B2B receptor	CPI-CS085EF890A	0.013	0.006	0.01	0.011	0.024	0.009	0.001	0.009	0.012	0.002	0.008	0.002	0.01	0.018	0.011	0.005	0.011	0.01	0.005	0.012	0.04	0.007	0.016	0.002	0.0	0.008	0.0	0.004	0.004
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1B2B receptor	CPI-CS0AED3F8E8	0.013	0.006	0.01	0.011	0.024	0.009	0.001	0.009	0.012	0.002	0.008	0.002	0.01	0.018	0.011	0.005	0.011	0.01	0.005	0.012	0.04	0.007	0.016	0.002	0.0	0.008	0.0	0.004	0.004
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1B2B receptor	CPI-CS0384572FE	0.013	0.006	0.01	0.011	0.024	0.009	0.001	0.009	0.012	0.002	0.008	0.002	0.01	0.018	0.011	0.005	0.011	0.01	0.005	0.012	0.04	0.007	0.016	0.002	0.0	0.008	0.0	0.004	0.004
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1B2B receptor	CPI-CS06C0EEFCB	0.013	0.006	0.01	0.011	0.024	0.009	0.001	0.009	0.012	0.002	0.008	0.002	0.01	0.018	0.011	0.005	0.011	0.01	0.005	0.012	0.04	0.007	0.016	0.002	0.0	0.008	0.0	0.004	0.004
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1B2B_receptor	CPI-CS04365C3E7	0.013	0.006	0.01	0.011	0.024	0.009	0.001	0.009	0.012	0.002	0.008	0.002	0.01	0.018	0.011	0.005	0.011	0.01	0.005	0.012	0.04	0.007	0.016	0.002	0.0	0.008	0.0	0.004	0.004
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1B2B_receptor	CPI-CS0A4D5EC52	0.013	0.006	0.01	0.011	0.024	0.009	0.001	0.009	0.012	0.002	0.008	0.002	0.01	0.018	0.011	0.005	0.011	0.01	0.005	0.012	0.04	0.007	0.016	0.002	0.0	0.008	0.0	0.004	0.004
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1B2B_receptor	CPI-CC0C18A9B16	0.013	0.006	0.01	0.011	0.024	0.009	0.001	0.009	0.012	0.002	0.008	0.002	0.01	0.018	0.011	0.005	0.011	0.01	0.005	0.012	0.04	0.007	0.016	0.002	0.0	0.008	0.0	0.004	0.004
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1B2B_receptor	CPI-CS00379F820	0.013	0.006	0.01	0.011	0.024	0.009	0.001	0.009	0.012	0.002	0.008	0.002	0.01	0.018	0.011	0.005	0.011	0.01	0.005	0.012	0.04	0.007	0.016	0.002	0.0	0.008	0.0	0.004	0.004
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1B2B_receptor	CPI-CS0A79056B0	0.013	0.006	0.01	0.011	0.024	0.009	0.001	0.009	0.012	0.002	0.008	0.002	0.01	0.018	0.011	0.005	0.011	0.01	0.005	0.012	0.04	0.007	0.016	0.002	0.0	0.008	0.0	0.004	0.004
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1B2B_receptor	CPI-CS0DD047CC3	0.013	0.006	0.01	0.011	0.024	0.009	0.001	0.009	0.012	0.002	0.008	0.002	0.01	0.018	0.011	0.005	0.011	0.01	0.005	0.012	0.04	0.007	0.016	0.002	0.0	0.008	0.0	0.004	0.004
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1C2B receptor	CPI-CC0B6E6E341	0.0	0.0	0.002	0.011	0.024	0.002	0.001	0.009	0.007	0.002	0.001	0.002	0.006	0.018	0.0	0.003	0.002	0.01	0.001	0.008	0.008	0.007	0.002	0.0	0.0	0.0	0.0	0.003	0.005
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1C2B receptor	CPI-CS0B79F5D68	0.0	0.0	0.002	0.011	0.024	0.002	0.001	0.009	0.007	0.002	0.001	0.002	0.006	0.018	0.0	0.003	0.002	0.01	0.001	0.008	0.008	0.007	0.002	0.0	0.0	0.0	0.0	0.003	0.005
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1C2B receptor	CPI-CS0A5400A6A	0.0	0.0	0.002	0.011	0.024	0.002	0.001	0.009	0.007	0.002	0.001	0.002	0.006	0.018	0.0	0.003	0.002	0.01	0.001	0.008	0.008	0.007	0.002	0.0	0.0	0.0	0.0	0.003	0.005
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1C2B_receptor	CPI-CS0B4A1E5D8	0.0	0.0	0.002	0.011	0.024	0.002	0.001	0.009	0.007	0.002	0.001	0.002	0.006	0.018	0.0	0.003	0.002	0.01	0.001	0.008	0.008	0.007	0.002	0.0	0.0	0.0	0.0	0.003	0.005
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1C2B_receptor	CPI-CS09B32787C	0.0	0.0	0.002	0.011	0.024	0.002	0.001	0.009	0.007	0.002	0.001	0.002	0.006	0.018	0.0	0.003	0.002	0.01	0.001	0.008	0.008	0.007	0.002	0.0	0.0	0.0	0.0	0.003	0.005
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1C2B_receptor	CPI-CC099977BFA	0.0	0.0	0.002	0.011	0.024	0.002	0.001	0.009	0.007	0.002	0.001	0.002	0.006	0.018	0.0	0.003	0.002	0.01	0.001	0.008	0.008	0.007	0.002	0.0	0.0	0.0	0.0	0.003	0.005
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1A_AVR2B	CPI-CS076E1A639	0.013	0.002	0.002	0.011	0.006	0.009	0.001	0.009	0.012	0.002	0.008	0.002	0.01	0.018	0.003	0.005	0.004	0.01	0.005	0.012	0.0	0.007	0.006	0.002	0.0	0.007	0.0	0.004	0.011
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1A_AVR2B	CPI-CS017A50010	0.013	0.002	0.002	0.011	0.006	0.009	0.001	0.009	0.012	0.002	0.008	0.002	0.01	0.018	0.003	0.005	0.004	0.01	0.005	0.012	0.0	0.007	0.006	0.002	0.0	0.007	0.0	0.004	0.011
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1A_AVR2B	CPI-CS0BE59B43E	0.013	0.002	0.002	0.011	0.006	0.009	0.001	0.009	0.012	0.002	0.008	0.002	0.01	0.018	0.003	0.005	0.004	0.01	0.005	0.012	0.0	0.007	0.006	0.002	0.0	0.007	0.0	0.004	0.011
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1A_AVR2B	CPI-CS0BCDC40FC	0.013	0.002	0.002	0.011	0.006	0.009	0.001	0.009	0.012	0.002	0.008	0.002	0.01	0.018	0.003	0.005	0.004	0.01	0.005	0.012	0.0	0.007	0.006	0.002	0.0	0.007	0.0	0.004	0.011
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1A_AVR2B	CPI-CS0E5078EDE	0.013	0.002	0.002	0.011	0.006	0.009	0.001	0.009	0.012	0.002	0.008	0.002	0.01	0.018	0.003	0.005	0.004	0.01	0.005	0.012	0.0	0.007	0.006	0.002	0.0	0.007	0.0	0.004	0.011
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1B_AVR2B	CPI-CS0C0D60519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1B_AVR2B	CPI-CS03DF8BD36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1B_AVR2B	CPI-CS058910188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1B_AVR2B	CPI-CS0E997FABD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1B_AVR2B	CPI-CS055E15573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2A receptor	CPI-CC0104F2A96	0.025	0.069	0.031	0.01	0.027	0.005	0.007	0.008	0.005	0.007	0.012	0.019	0.011	0.019	0.053	0.005	0.035	0.013	0.085	0.008	0.016	0.013	0.0	0.014	0.002	0.005	0.024	0.007	0.004
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2A receptor	CPI-CS0533A30DC	0.025	0.069	0.031	0.01	0.027	0.005	0.007	0.008	0.005	0.007	0.012	0.019	0.011	0.019	0.053	0.005	0.035	0.013	0.085	0.008	0.016	0.013	0.0	0.014	0.002	0.005	0.024	0.007	0.004
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2A receptor	CPI-CS02899BF8B	0.025	0.069	0.031	0.01	0.027	0.005	0.007	0.008	0.005	0.007	0.012	0.019	0.011	0.019	0.053	0.005	0.035	0.013	0.085	0.008	0.016	0.013	0.0	0.014	0.002	0.005	0.024	0.007	0.004
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2A receptor	CPI-CS09F35DDEB	0.025	0.069	0.031	0.01	0.027	0.005	0.007	0.008	0.005	0.007	0.012	0.019	0.011	0.019	0.053	0.005	0.035	0.013	0.085	0.008	0.016	0.013	0.0	0.014	0.002	0.005	0.024	0.007	0.004
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2A receptor	CPI-CS04F78ACD6	0.025	0.069	0.031	0.01	0.027	0.005	0.007	0.008	0.005	0.007	0.012	0.019	0.011	0.019	0.053	0.005	0.035	0.013	0.085	0.008	0.016	0.013	0.0	0.014	0.002	0.005	0.024	0.007	0.004
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B receptor	CPI-CC072007F09	0.013	0.006	0.01	0.011	0.024	0.009	0.001	0.009	0.012	0.002	0.008	0.002	0.01	0.018	0.011	0.005	0.011	0.01	0.005	0.012	0.04	0.007	0.016	0.002	0.0	0.008	0.0	0.004	0.004
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B receptor	CPI-CS0C159B54D	0.013	0.006	0.01	0.011	0.024	0.009	0.001	0.009	0.012	0.002	0.008	0.002	0.01	0.018	0.011	0.005	0.011	0.01	0.005	0.012	0.04	0.007	0.016	0.002	0.0	0.008	0.0	0.004	0.004
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B receptor	CPI-CS085EF890A	0.013	0.006	0.01	0.011	0.024	0.009	0.001	0.009	0.012	0.002	0.008	0.002	0.01	0.018	0.011	0.005	0.011	0.01	0.005	0.012	0.04	0.007	0.016	0.002	0.0	0.008	0.0	0.004	0.004
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B receptor	CPI-CS0AED3F8E8	0.013	0.006	0.01	0.011	0.024	0.009	0.001	0.009	0.012	0.002	0.008	0.002	0.01	0.018	0.011	0.005	0.011	0.01	0.005	0.012	0.04	0.007	0.016	0.002	0.0	0.008	0.0	0.004	0.004
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B receptor	CPI-CS0384572FE	0.013	0.006	0.01	0.011	0.024	0.009	0.001	0.009	0.012	0.002	0.008	0.002	0.01	0.018	0.011	0.005	0.011	0.01	0.005	0.012	0.04	0.007	0.016	0.002	0.0	0.008	0.0	0.004	0.004
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B receptor	CPI-CS06C0EEFCB	0.013	0.006	0.01	0.011	0.024	0.009	0.001	0.009	0.012	0.002	0.008	0.002	0.01	0.018	0.011	0.005	0.011	0.01	0.005	0.012	0.04	0.007	0.016	0.002	0.0	0.008	0.0	0.004	0.004
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B_receptor	CPI-CS04365C3E7	0.013	0.006	0.01	0.011	0.024	0.009	0.001	0.009	0.012	0.002	0.008	0.002	0.01	0.018	0.011	0.005	0.011	0.01	0.005	0.012	0.04	0.007	0.016	0.002	0.0	0.008	0.0	0.004	0.004
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B_receptor	CPI-CS0A4D5EC52	0.013	0.006	0.01	0.011	0.024	0.009	0.001	0.009	0.012	0.002	0.008	0.002	0.01	0.018	0.011	0.005	0.011	0.01	0.005	0.012	0.04	0.007	0.016	0.002	0.0	0.008	0.0	0.004	0.004
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B_receptor	CPI-CC0C18A9B16	0.013	0.006	0.01	0.011	0.024	0.009	0.001	0.009	0.012	0.002	0.008	0.002	0.01	0.018	0.011	0.005	0.011	0.01	0.005	0.012	0.04	0.007	0.016	0.002	0.0	0.008	0.0	0.004	0.004
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B_receptor	CPI-CS00379F820	0.013	0.006	0.01	0.011	0.024	0.009	0.001	0.009	0.012	0.002	0.008	0.002	0.01	0.018	0.011	0.005	0.011	0.01	0.005	0.012	0.04	0.007	0.016	0.002	0.0	0.008	0.0	0.004	0.004
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B_receptor	CPI-CS0A79056B0	0.013	0.006	0.01	0.011	0.024	0.009	0.001	0.009	0.012	0.002	0.008	0.002	0.01	0.018	0.011	0.005	0.011	0.01	0.005	0.012	0.04	0.007	0.016	0.002	0.0	0.008	0.0	0.004	0.004
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B_receptor	CPI-CS0DD047CC3	0.013	0.006	0.01	0.011	0.024	0.009	0.001	0.009	0.012	0.002	0.008	0.002	0.01	0.018	0.011	0.005	0.011	0.01	0.005	0.012	0.04	0.007	0.016	0.002	0.0	0.008	0.0	0.004	0.004
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2A receptor	CPI-CC0947744F4	0.0	0.0	0.002	0.01	0.027	0.002	0.001	0.008	0.005	0.007	0.001	0.041	0.006	0.019	0.0	0.003	0.002	0.012	0.001	0.008	0.008	0.013	0.0	0.0	0.001	0.0	0.0	0.003	0.005
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2A receptor	CPI-CS0924060DB	0.0	0.0	0.002	0.01	0.027	0.002	0.001	0.008	0.005	0.007	0.001	0.041	0.006	0.019	0.0	0.003	0.002	0.012	0.001	0.008	0.008	0.013	0.0	0.0	0.001	0.0	0.0	0.003	0.005
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2A receptor	CPI-CS007ADC2D1	0.0	0.0	0.002	0.01	0.027	0.002	0.001	0.008	0.005	0.007	0.001	0.041	0.006	0.019	0.0	0.003	0.002	0.012	0.001	0.008	0.008	0.013	0.0	0.0	0.001	0.0	0.0	0.003	0.005
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2A_receptor	CPI-CS044C546F0	0.0	0.0	0.002	0.01	0.027	0.002	0.001	0.008	0.005	0.007	0.001	0.041	0.006	0.019	0.0	0.003	0.002	0.012	0.001	0.008	0.008	0.013	0.0	0.0	0.001	0.0	0.0	0.003	0.005
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2A_receptor	CPI-CS0D8565F53	0.0	0.0	0.002	0.01	0.027	0.002	0.001	0.008	0.005	0.007	0.001	0.041	0.006	0.019	0.0	0.003	0.002	0.012	0.001	0.008	0.008	0.013	0.0	0.0	0.001	0.0	0.0	0.003	0.005
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2A_receptor	CPI-CC0D97B02B1	0.0	0.0	0.002	0.01	0.027	0.002	0.001	0.008	0.005	0.007	0.001	0.041	0.006	0.019	0.0	0.003	0.002	0.012	0.001	0.008	0.008	0.013	0.0	0.0	0.001	0.0	0.0	0.003	0.005
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2B receptor	CPI-CC0B6E6E341	0.0	0.0	0.002	0.011	0.024	0.002	0.001	0.009	0.007	0.002	0.001	0.002	0.006	0.018	0.0	0.003	0.002	0.01	0.001	0.008	0.008	0.007	0.002	0.0	0.0	0.0	0.0	0.003	0.005
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2B receptor	CPI-CS0B79F5D68	0.0	0.0	0.002	0.011	0.024	0.002	0.001	0.009	0.007	0.002	0.001	0.002	0.006	0.018	0.0	0.003	0.002	0.01	0.001	0.008	0.008	0.007	0.002	0.0	0.0	0.0	0.0	0.003	0.005
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2B receptor	CPI-CS0A5400A6A	0.0	0.0	0.002	0.011	0.024	0.002	0.001	0.009	0.007	0.002	0.001	0.002	0.006	0.018	0.0	0.003	0.002	0.01	0.001	0.008	0.008	0.007	0.002	0.0	0.0	0.0	0.0	0.003	0.005
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2B_receptor	CPI-CS0B4A1E5D8	0.0	0.0	0.002	0.011	0.024	0.002	0.001	0.009	0.007	0.002	0.001	0.002	0.006	0.018	0.0	0.003	0.002	0.01	0.001	0.008	0.008	0.007	0.002	0.0	0.0	0.0	0.0	0.003	0.005
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2B_receptor	CPI-CS09B32787C	0.0	0.0	0.002	0.011	0.024	0.002	0.001	0.009	0.007	0.002	0.001	0.002	0.006	0.018	0.0	0.003	0.002	0.01	0.001	0.008	0.008	0.007	0.002	0.0	0.0	0.0	0.0	0.003	0.005
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2B_receptor	CPI-CC099977BFA	0.0	0.0	0.002	0.011	0.024	0.002	0.001	0.009	0.007	0.002	0.001	0.002	0.006	0.018	0.0	0.003	0.002	0.01	0.001	0.008	0.008	0.007	0.002	0.0	0.0	0.0	0.0	0.003	0.005
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0F6CFB979	0.041	0.002	0.002	0.03	0.006	0.045	0.014	0.013	0.023	0.022	0.056	0.01	0.019	0.023	0.003	0.005	0.004	0.031	0.006	0.046	0.0	0.013	0.006	0.014	0.016	0.007	0.0	0.03	0.021
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS090FFEDFE	0.041	0.002	0.002	0.03	0.006	0.045	0.014	0.013	0.023	0.022	0.056	0.01	0.019	0.023	0.003	0.005	0.004	0.031	0.006	0.046	0.0	0.013	0.006	0.014	0.016	0.007	0.0	0.03	0.021
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0E4E75E3B	0.041	0.002	0.002	0.03	0.006	0.045	0.014	0.013	0.023	0.022	0.056	0.01	0.019	0.023	0.003	0.005	0.004	0.031	0.006	0.046	0.0	0.013	0.006	0.014	0.016	0.007	0.0	0.03	0.021
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0E54FF657	0.041	0.002	0.002	0.03	0.006	0.045	0.014	0.013	0.023	0.022	0.056	0.01	0.019	0.023	0.003	0.005	0.004	0.031	0.006	0.046	0.0	0.013	0.006	0.014	0.016	0.007	0.0	0.03	0.021
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0CFA0E4C5	0.041	0.002	0.002	0.03	0.006	0.045	0.014	0.013	0.023	0.022	0.056	0.01	0.019	0.023	0.003	0.005	0.004	0.031	0.006	0.046	0.0	0.013	0.006	0.014	0.016	0.007	0.0	0.03	0.021
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS0247DA882	0.037	0.002	0.002	0.01	0.006	0.005	0.007	0.008	0.005	0.007	0.015	0.01	0.011	0.019	0.003	0.005	0.004	0.013	0.006	0.008	0.0	0.013	0.0	0.014	0.002	0.005	0.0	0.007	0.011
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS0C091F24B	0.037	0.002	0.002	0.01	0.006	0.005	0.007	0.008	0.005	0.007	0.015	0.01	0.011	0.019	0.003	0.005	0.004	0.013	0.006	0.008	0.0	0.013	0.0	0.014	0.002	0.005	0.0	0.007	0.011
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS075442484	0.037	0.002	0.002	0.01	0.006	0.005	0.007	0.008	0.005	0.007	0.015	0.01	0.011	0.019	0.003	0.005	0.004	0.013	0.006	0.008	0.0	0.013	0.0	0.014	0.002	0.005	0.0	0.007	0.011
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS012D15A88	0.037	0.002	0.002	0.01	0.006	0.005	0.007	0.008	0.005	0.007	0.015	0.01	0.011	0.019	0.003	0.005	0.004	0.013	0.006	0.008	0.0	0.013	0.0	0.014	0.002	0.005	0.0	0.007	0.011
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS05789C9A0	0.037	0.002	0.002	0.01	0.006	0.005	0.007	0.008	0.005	0.007	0.015	0.01	0.011	0.019	0.003	0.005	0.004	0.013	0.006	0.008	0.0	0.013	0.0	0.014	0.002	0.005	0.0	0.007	0.011
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS076E1A639	0.013	0.002	0.002	0.011	0.006	0.009	0.001	0.009	0.012	0.002	0.008	0.002	0.01	0.018	0.003	0.005	0.004	0.01	0.005	0.012	0.0	0.007	0.006	0.002	0.0	0.007	0.0	0.004	0.011
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS017A50010	0.013	0.002	0.002	0.011	0.006	0.009	0.001	0.009	0.012	0.002	0.008	0.002	0.01	0.018	0.003	0.005	0.004	0.01	0.005	0.012	0.0	0.007	0.006	0.002	0.0	0.007	0.0	0.004	0.011
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS0BE59B43E	0.013	0.002	0.002	0.011	0.006	0.009	0.001	0.009	0.012	0.002	0.008	0.002	0.01	0.018	0.003	0.005	0.004	0.01	0.005	0.012	0.0	0.007	0.006	0.002	0.0	0.007	0.0	0.004	0.011
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS0BCDC40FC	0.013	0.002	0.002	0.011	0.006	0.009	0.001	0.009	0.012	0.002	0.008	0.002	0.01	0.018	0.003	0.005	0.004	0.01	0.005	0.012	0.0	0.007	0.006	0.002	0.0	0.007	0.0	0.004	0.011
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-CS0E5078EDE	0.013	0.002	0.002	0.011	0.006	0.009	0.001	0.009	0.012	0.002	0.008	0.002	0.01	0.018	0.003	0.005	0.004	0.01	0.005	0.012	0.0	0.007	0.006	0.002	0.0	0.007	0.0	0.004	0.011
BMPR1A	P36894	True	BMR1A_HUMAN	MIS receptor 1	CPI-CS07557A266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	MIS_receptor_1	CPI-CS0724C54D2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0EF793D6A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0484364A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS028ACED72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0107C51C6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS027D7A724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0569B9B91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS0921BB754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS01319F57A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
